invoice_id,station_id,vendor,invoice_amount,invoice_date,status
IN000377,ST040,Cruz LLC,1473.76,3/2/2025,PAID
IN000378,ST024,"Harding, Drake and Simpson",2655.08,2/24/2025,OVERDUE
IN000379,ST035,"Jackson, Boyle and Shea",2609.93,8/13/2025,PAID
IN000380,ST091,Smith LLC,4710.68,9/24/2025,PAID
IN000381,ST100,Miller Inc,1264.05,3/14/2025,PAID
IN000382,ST015,"Greer, Allen and Martin",2516.26,8/26/2025,OVERDUE
IN000383,ST094,Brooks and Sons,916.72,5/27/2025,OVERDUE
IN000384,ST027,"Robinson, Rivera and Figueroa",2272.0,7/27/2025,PAID
IN000385,ST014,Johnson-Burton,3520.15,10/31/2024,PAID
IN000386,ST096,Lynch-Fox,4072.53,1/3/2025,OVERDUE
IN000387,ST095,"Schultz, Young and Ferguson",2986.11,4/5/2025,OVERDUE
IN000388,ST012,Wade-Miller,1772.55,10/25/2025,PENDING
IN000389,ST066,Lucas-Hernandez,1040.31,8/8/2025,PENDING
IN000390,ST076,Anderson-Beasley,3179.36,4/8/2025,OVERDUE
IN000391,ST099,"Blevins, Ross and Goodwin",2403.1,3/31/2025,OVERDUE
IN000392,ST068,Hurst Group,1291.93,11/15/2024,PAID
IN000393,ST045,"Thornton, Schmidt and Peterson",2787.32,2/5/2025,OVERDUE
IN000394,ST092,Parker-Moore,1688.41,1/23/2025,PENDING
IN000395,ST063,"Evans, Smith and Booker",4094.88,1/8/2025,PAID
IN000396,ST022,"Ramirez, Mcdaniel and Benitez",3758.05,6/11/2025,PAID
IN000397,ST038,Stafford and Sons,1513.26,1/11/2025,PAID
IN000398,ST085,Johnson-Santos,2459.55,12/3/2024,OVERDUE
IN000399,ST077,"Wright, Edwards and Williams",3540.8,1/5/2025,PAID
IN000400,ST043,Mason-Carter,3513.75,8/26/2025,PENDING
IN000401,ST089,Clark-Kim,1104.34,9/9/2025,OVERDUE
IN000402,ST041,Mason-Rojas,818.71,10/13/2025,PAID
IN000403,ST082,Haas-Ramirez,3007.8,4/2/2025,OVERDUE
IN000404,ST068,"Craig, Price and Hudson",849.83,1/29/2025,PENDING
IN000405,ST080,Parks-Kerr,4226.31,11/15/2024,OVERDUE
IN000406,ST075,Burns LLC,719.83,7/15/2025,OVERDUE
IN000407,ST075,Pennington Group,4762.83,9/14/2025,PENDING
IN000408,ST020,"Wilson, Graham and Morris",3071.9,4/19/2025,PAID
IN000409,ST063,Carpenter-Melendez,3381.19,2/21/2025,PENDING
IN000410,ST090,Guerrero Ltd,943.82,3/27/2025,PAID
IN000411,ST007,Jordan-Cardenas,4759.69,10/6/2025,OVERDUE
IN000412,ST043,Montoya-Parker,4024.82,11/22/2024,PENDING
IN000413,ST008,Cooper Group,2290.56,7/12/2025,PENDING
IN000414,ST054,Hernandez Ltd,3140.19,12/5/2024,PAID
IN000415,ST078,Gillespie-Golden,4353.08,1/16/2025,PAID
IN000416,ST016,Miles Ltd,4756.45,6/5/2025,OVERDUE
IN000417,ST087,"Ford, Cabrera and Odom",4883.5,8/10/2025,PENDING
IN000418,ST040,"Austin, Tate and Kim",603.95,11/12/2024,OVERDUE
IN000419,ST066,Hendricks-Williams,1400.86,5/11/2025,PENDING
IN000420,ST064,Ryan and Sons,1057.8,10/16/2025,OVERDUE
IN000421,ST009,"Shelton, Johnson and Ramos",3297.69,12/16/2024,OVERDUE
IN000422,ST094,"Jones, Davis and Wilson",4704.31,11/23/2024,PENDING
IN000423,ST068,Ortega Group,2239.38,11/9/2024,PENDING
IN000424,ST074,Ramos-Blake,4868.93,3/29/2025,PENDING
IN000425,ST075,Robinson-Reyes,1324.42,3/11/2025,PAID
IN000426,ST034,Ball and Sons,729.62,7/7/2025,PENDING
IN000427,ST013,Cameron-Wallace,3919.22,12/1/2024,OVERDUE
IN000428,ST059,"Anderson, Benitez and Young",1183.06,6/28/2025,PENDING
IN000429,ST086,Baird Inc,1186.79,4/10/2025,PENDING
IN000430,ST072,Martin PLC,4956.0,3/5/2025,PAID
IN000431,ST015,Lynn-Lawson,3173.42,9/22/2025,PAID
IN000432,ST015,Wall-Smith,3287.95,4/10/2025,PAID
IN000433,ST028,Chaney-Mccormick,3494.61,1/20/2025,OVERDUE
IN000434,ST021,Acevedo LLC,4416.2,2/19/2025,PAID
IN000435,ST079,Morrison-Pierce,2505.1,1/28/2025,PENDING
IN000436,ST041,"Williams, Smith and Beck",2716.01,12/29/2024,PAID
IN000437,ST016,Obrien and Sons,1339.67,7/5/2025,PENDING
IN000438,ST054,"Baldwin, Moore and Hernandez",3491.27,1/24/2025,OVERDUE
IN000439,ST068,"Mcgrath, Adams and Anderson",2196.96,4/9/2025,PAID
IN000440,ST026,"Flores, White and Smith",1617.6,1/10/2025,PENDING
IN000441,ST076,Welch-Scott,3453.32,2/24/2025,PENDING
IN000442,ST086,Levine-Craig,693.97,6/26/2025,PAID
IN000443,ST018,"Palmer, Daniel and Lopez",1621.8,5/2/2025,OVERDUE
IN000444,ST054,Brooks Ltd,4367.4,3/9/2025,OVERDUE
IN000445,ST031,Sanford-Chambers,2425.45,7/16/2025,PENDING
IN000446,ST085,"Preston, Elliott and Rubio",983.18,3/3/2025,PENDING
IN000447,ST066,"Ramirez, Rogers and Morales",861.55,5/27/2025,PAID
IN000448,ST008,Mccoy-Garcia,1799.93,4/9/2025,PAID
IN000449,ST004,Tucker-Scott,2008.31,3/25/2025,PAID
IN000450,ST084,Rangel-Gray,3494.6,11/16/2024,OVERDUE
IN000451,ST015,Steele PLC,1940.04,7/18/2025,PENDING
IN000452,ST016,Kirk LLC,670.84,9/10/2025,OVERDUE
IN000453,ST071,Green and Sons,578.59,12/26/2024,OVERDUE
IN000454,ST088,Salas Group,2683.72,9/29/2025,PAID
IN000455,ST018,Freeman LLC,4376.06,1/30/2025,OVERDUE
IN000456,ST022,"Foster, Johnson and Oneill",4013.53,11/4/2024,PENDING
IN000457,ST063,French-Reyes,1251.16,1/14/2025,PAID
IN000458,ST013,Harris and Sons,3916.1,11/5/2024,OVERDUE
IN000459,ST085,Wilson-Clark,823.88,4/2/2025,PAID
IN000460,ST021,"Farmer, Green and Prince",2977.72,6/13/2025,PENDING
IN000461,ST074,Taylor PLC,552.44,12/11/2024,PENDING
IN000462,ST052,Lamb Ltd,792.32,9/20/2025,OVERDUE
IN000463,ST032,Smith PLC,2803.34,9/30/2025,PENDING
IN000464,ST084,Davis-Davis,2861.66,4/26/2025,OVERDUE
IN000465,ST052,Myers-Murphy,2674.93,7/18/2025,PAID
IN000466,ST061,"Rivera, Tapia and Garrison",791.16,11/28/2024,OVERDUE
IN000467,ST084,Baker Ltd,1244.16,6/15/2025,PENDING
IN000468,ST079,Cooper Group,3975.32,10/26/2025,PAID
IN000469,ST083,Moore-Gomez,1308.59,11/11/2024,PAID
IN000470,ST033,Mccoy and Sons,2652.79,10/16/2025,PAID
IN000471,ST094,"Ford, Farmer and Jackson",4480.47,3/5/2025,PENDING
IN000472,ST093,"Strickland, Martinez and Lutz",1112.23,6/24/2025,PAID
IN000473,ST019,"Hall, Schmitt and Randolph",3300.29,9/24/2025,PENDING
IN000474,ST038,"Blair, Todd and Weaver",2111.64,4/2/2025,PENDING
IN000475,ST070,Lee LLC,4039.44,4/15/2025,PAID
IN000476,ST052,Mora-Anderson,3199.46,6/19/2025,OVERDUE
IN000477,ST074,Mcclure-Navarro,1132.23,2/1/2025,PENDING
IN000478,ST072,Gross-Ball,4215.85,8/14/2025,PENDING
IN000479,ST013,Armstrong PLC,3045.94,11/9/2024,PENDING
IN000480,ST072,Snyder and Sons,612.09,11/6/2024,PAID
IN000481,ST032,Brown LLC,1958.36,3/19/2025,PAID
IN000482,ST088,"Ford, Richards and Hensley",3423.82,2/21/2025,PAID
IN000483,ST029,Aguilar Group,924.27,10/11/2025,PAID
IN000484,ST043,"Barnes, Hill and Mcdonald",2456.92,9/21/2025,OVERDUE
IN000485,ST099,"Smith, Adams and Harrell",2490.94,12/11/2024,OVERDUE
IN000486,ST088,Morgan Inc,3452.69,9/24/2025,OVERDUE
IN000487,ST062,Novak Group,2945.94,4/6/2025,OVERDUE
IN000488,ST076,Nguyen LLC,832.21,5/22/2025,PENDING
IN000489,ST025,"Landry, Collins and Nelson",808.65,6/17/2025,PAID
IN000490,ST084,Rosales Ltd,4588.42,10/5/2025,PAID
IN000491,ST014,"Watkins, James and James",3645.52,8/16/2025,PAID
IN000492,ST036,Newman-Cunningham,807.65,8/4/2025,OVERDUE
IN000493,ST009,Flores Group,536.49,9/1/2025,PENDING
IN000494,ST068,Mccoy Inc,4442.96,11/18/2024,PENDING
IN000495,ST061,Jimenez Inc,722.53,10/24/2025,PENDING
IN000496,ST014,Rodriguez LLC,4118.45,9/7/2025,PAID
IN000497,ST026,Reeves-Thompson,2941.36,6/10/2025,PAID
IN000498,ST040,"Leonard, Davis and Webster",606.44,4/10/2025,PENDING
IN000499,ST087,"Berry, Webb and Rodriguez",1323.75,11/28/2024,PAID
IN000500,ST098,Thomas-Long,4776.62,5/9/2025,PAID
IN000501,ST001,"Martinez, Douglas and Walker",2942.23,1/26/2025,OVERDUE
IN000502,ST100,Moore PLC,2888.63,7/31/2025,OVERDUE
IN000503,ST051,Morgan Inc,3494.63,5/11/2025,PENDING
IN000504,ST036,Thompson-Hawkins,4055.75,5/1/2025,OVERDUE
IN000505,ST046,Walker PLC,3230.47,11/1/2024,PENDING
IN000506,ST078,"Bolton, Taylor and Duran",3822.8,5/1/2025,PENDING
IN000507,ST030,Murray and Sons,3085.94,3/28/2025,OVERDUE
IN000508,ST033,"Walker, George and David",3185.24,5/31/2025,OVERDUE
IN000509,ST093,Fowler PLC,1087.63,2/14/2025,PAID
IN000510,ST094,Terrell PLC,2635.02,8/25/2025,PENDING
IN000511,ST038,Larson PLC,2295.07,9/23/2025,PENDING
IN000512,ST006,"Larson, Dunn and Oliver",4117.9,9/7/2025,OVERDUE
IN000513,ST063,"Ward, Carpenter and Glenn",2642.13,7/3/2025,PAID
IN000514,ST053,Allison-Obrien,4780.57,3/9/2025,OVERDUE
IN000515,ST059,"Mccullough, Taylor and Forbes",1939.82,10/29/2024,PENDING
IN000516,ST079,Moss and Sons,3842.03,7/20/2025,PENDING
IN000517,ST055,Brown-Bird,2404.15,12/14/2024,PAID
IN000518,ST076,Rice-Boyer,875.57,8/4/2025,PENDING
IN000519,ST084,Allen-Rose,579.23,4/21/2025,PAID
IN000520,ST075,Smith PLC,4033.57,8/10/2025,OVERDUE
IN000521,ST038,"Lindsey, Bates and Davis",2024.72,8/16/2025,PENDING
IN000522,ST063,"Thompson, Johnson and Moyer",4119.98,5/12/2025,OVERDUE
IN000523,ST025,"Sherman, Parks and Black",4604.01,12/9/2024,OVERDUE
IN000524,ST023,Graves-Sullivan,2299.01,1/30/2025,OVERDUE
IN000525,ST018,Santiago Ltd,4288.19,2/16/2025,PAID
IN000526,ST048,Goodwin PLC,3591.75,4/4/2025,PENDING
IN000527,ST084,Garcia Group,904.56,11/17/2024,PAID
IN000528,ST039,Gates-White,4307.59,12/14/2024,OVERDUE
IN000529,ST057,"Cain, Miller and Morrow",1846.63,7/2/2025,PENDING
IN000530,ST095,"Gonzalez, Nelson and Nelson",4600.06,10/31/2024,PAID
IN000531,ST015,Jones-Martinez,3793.29,9/24/2025,PENDING
IN000532,ST095,Pham PLC,3485.7,7/15/2025,PENDING
IN000533,ST035,Guerra-Brown,4617.89,9/2/2025,PENDING
IN000534,ST010,"Moreno, Robinson and Ortiz",4051.06,2/6/2025,PAID
IN000535,ST001,Oneill-Phillips,2621.08,12/12/2024,PAID
IN000536,ST014,"Higgins, Hernandez and Molina",1072.82,9/8/2025,OVERDUE
IN000537,ST075,"King, Porter and Mills",4150.03,2/8/2025,OVERDUE
IN000538,ST074,"Smith, Graham and Lewis",1813.49,4/23/2025,PAID
IN000539,ST047,"Olsen, Frost and Mitchell",4120.57,4/5/2025,OVERDUE
IN000540,ST025,Fleming Ltd,3291.91,12/17/2024,OVERDUE
IN000541,ST005,"Gibson, Mcpherson and Wolf",4132.15,2/25/2025,OVERDUE
IN000542,ST071,"Howard, Aguilar and King",3282.4,11/4/2024,OVERDUE
IN000543,ST100,Cooper-Nguyen,4738.65,4/27/2025,PAID
IN000544,ST018,Harrison and Sons,1043.68,7/24/2025,OVERDUE
IN000545,ST065,"Sherman, Payne and King",2538.4,12/2/2024,OVERDUE
IN000546,ST047,"Ho, Cobb and Brown",3176.31,5/18/2025,PENDING
IN000547,ST008,"Morales, Ochoa and Grimes",3259.77,6/26/2025,PAID
IN000548,ST009,"Ortiz, Spencer and Strickland",1211.21,11/30/2024,PAID
IN000549,ST086,Jones Group,4247.69,2/26/2025,PAID
IN000550,ST009,Braun-Gibbs,3316.75,10/8/2025,PENDING
IN000551,ST055,"Farmer, Hawkins and Cole",2931.36,12/9/2024,OVERDUE
IN000552,ST034,Williams-Wilson,882.46,4/28/2025,PAID
IN000553,ST020,Case Group,867.71,3/29/2025,PAID
IN000554,ST018,Turner LLC,3976.14,12/13/2024,PENDING
IN000555,ST059,Miller Ltd,3788.46,3/10/2025,PAID
IN000556,ST045,"Lin, Cunningham and Butler",1659.14,4/20/2025,PENDING
IN000557,ST005,"Villanueva, Neal and Daniels",4627.89,6/24/2025,OVERDUE
IN000558,ST055,Watson-Johnson,4608.25,6/28/2025,PENDING
IN000559,ST042,Smith-Allen,880.86,3/15/2025,PAID
IN000560,ST028,Allen LLC,1580.21,4/12/2025,PAID
IN000561,ST044,Kim PLC,2184.37,3/1/2025,OVERDUE
IN000562,ST039,Duran Group,1880.96,10/30/2024,PENDING
IN000563,ST033,"Diaz, Miller and Dawson",4981.84,3/11/2025,OVERDUE
IN000564,ST053,"Perry, Copeland and Mitchell",2539.01,11/11/2024,OVERDUE
IN000565,ST036,Austin-Johnson,4173.68,3/16/2025,OVERDUE
IN000566,ST018,James Inc,1774.04,5/1/2025,PAID
IN000567,ST081,Gardner-Jennings,4891.5,8/15/2025,PAID
IN000568,ST061,"Blankenship, Petersen and Reyes",3106.36,7/24/2025,PENDING
IN000569,ST057,Moore Group,4030.9,10/3/2025,PENDING
IN000570,ST093,Sullivan-Nelson,2517.0,5/14/2025,OVERDUE
IN000571,ST069,"Smith, Wiley and Gibson",2463.79,12/16/2024,PENDING
IN000572,ST001,Garcia PLC,519.51,11/25/2024,OVERDUE
IN000573,ST100,Jenkins Inc,4108.49,12/3/2024,PENDING
IN000574,ST001,Gomez PLC,4338.01,3/23/2025,PENDING
IN000575,ST084,Odom and Sons,1766.67,7/29/2025,OVERDUE
IN000576,ST059,Walls Group,1378.54,9/15/2025,PENDING
IN000577,ST021,Santos-Sanders,2064.93,12/25/2024,PENDING
IN000578,ST036,Gallagher and Sons,1826.45,3/28/2025,PAID
IN000579,ST060,"Sanchez, Smith and Jones",2548.63,12/24/2024,PAID
IN000580,ST098,Paul PLC,857.67,6/20/2025,OVERDUE
IN000581,ST026,Clark-Garner,1281.93,12/26/2024,OVERDUE
IN000582,ST100,"Miranda, Wong and Wagner",2238.04,7/26/2025,OVERDUE
IN000583,ST017,Johnson-Collier,2797.67,6/10/2025,PENDING
IN000584,ST086,Hunt-Waller,4517.31,4/26/2025,OVERDUE
IN000585,ST046,"Hendrix, King and James",2479.6,2/19/2025,PAID
IN000586,ST014,Hall-Stewart,3974.06,3/23/2025,OVERDUE
IN000587,ST083,"Abbott, Ross and Meza",1792.02,11/23/2024,OVERDUE
IN000588,ST027,Dunn-Donovan,3921.13,3/22/2025,OVERDUE
IN000589,ST087,Carrillo-Brown,3867.64,5/11/2025,OVERDUE
IN000590,ST047,"Finley, Walton and Burns",857.7,11/30/2024,PENDING
IN000591,ST034,Ortiz-Kelly,3836.37,12/20/2024,OVERDUE
IN000592,ST090,Strong-Mason,4245.14,8/5/2025,OVERDUE
IN000593,ST082,Smith-Walter,4749.57,11/19/2024,PAID
IN000594,ST023,Fisher LLC,4055.83,1/11/2025,OVERDUE
IN000595,ST030,"Jackson, Francis and Greene",4501.21,6/2/2025,PENDING
IN000596,ST037,Morales and Sons,3777.85,1/4/2025,OVERDUE
IN000597,ST075,"Raymond, Miles and Perez",4861.69,8/21/2025,PENDING
IN000598,ST005,"Brown, Keller and Garcia",4728.51,6/24/2025,OVERDUE
IN000599,ST035,Alexander-Richards,2913.26,6/3/2025,PENDING
IN000600,ST063,Foster-Cunningham,4973.91,6/16/2025,PENDING
IN000601,ST010,Cooley PLC,2131.09,1/18/2025,PAID
IN000602,ST012,Young-Andersen,4825.28,3/20/2025,PENDING
IN000603,ST092,Wong-Turner,1655.06,7/18/2025,OVERDUE
IN000604,ST040,Wilson and Sons,2221.6,1/6/2025,OVERDUE
IN000605,ST020,"Day, Wright and Lee",985.82,5/8/2025,PENDING
IN000606,ST097,Hughes LLC,2664.71,4/20/2025,OVERDUE
IN000607,ST056,Gonzales-Gonzalez,3422.6,3/15/2025,PENDING
IN000608,ST098,Pena Inc,4569.16,8/13/2025,PAID
IN000609,ST056,Carter PLC,3414.93,5/31/2025,OVERDUE
IN000610,ST076,"Fletcher, Hernandez and Collins",4898.25,4/16/2025,OVERDUE
IN000611,ST068,Zuniga PLC,3944.33,5/25/2025,PENDING
IN000612,ST003,Nielsen-Taylor,3864.59,6/18/2025,OVERDUE
IN000613,ST051,Stewart PLC,4611.14,8/20/2025,PAID
IN000614,ST091,Fields Ltd,4481.26,7/10/2025,PAID
IN000615,ST032,Tran Group,1660.78,1/25/2025,PAID
IN000616,ST035,Nelson-Duncan,742.66,6/10/2025,PAID
IN000617,ST072,"Barry, Perkins and Cole",1029.69,8/14/2025,PENDING
IN000618,ST004,"Ramirez, Davis and Smith",2268.01,5/2/2025,OVERDUE
IN000619,ST072,Jackson-Morales,3386.17,12/6/2024,OVERDUE
IN000620,ST078,Luna-Brown,3600.71,3/29/2025,OVERDUE
IN000621,ST030,Hayes PLC,3706.9,11/7/2024,OVERDUE
IN000622,ST030,Thomas-Huffman,2818.82,3/1/2025,OVERDUE
IN000623,ST071,Davidson-Lambert,2196.56,11/19/2024,PENDING
IN000624,ST039,Bishop-Bender,3161.9,4/10/2025,PENDING
IN000625,ST098,Yu and Sons,3424.3,9/17/2025,OVERDUE
IN000626,ST010,Mitchell-Brooks,4880.88,11/6/2024,PAID
IN000627,ST007,Cox LLC,2768.05,9/4/2025,PAID
IN000628,ST017,"Taylor, Hayes and Archer",3300.18,5/28/2025,PAID
IN000629,ST030,Sandoval Group,3798.01,11/14/2024,PENDING
IN000630,ST065,Bean-Harris,559.61,7/28/2025,OVERDUE
IN000631,ST063,Richardson-Davis,1108.08,10/22/2025,PENDING
IN000632,ST075,"Allen, Acosta and Davis",4196.44,6/10/2025,PENDING
IN000633,ST003,Anderson-Parsons,1648.27,8/15/2025,PAID
IN000634,ST044,"Murray, Mitchell and Leonard",544.21,10/30/2024,PAID
IN000635,ST012,Avila-Smith,4353.9,1/14/2025,PENDING
IN000636,ST050,Smith Ltd,1678.16,10/1/2025,OVERDUE
IN000637,ST082,Garcia-Braun,4853.11,1/1/2025,PAID
IN000638,ST067,"Bennett, Taylor and Price",4347.87,9/25/2025,PAID
IN000639,ST100,James PLC,1926.21,9/19/2025,PENDING
IN000640,ST077,"Herring, Watts and Frost",3470.35,10/1/2025,OVERDUE
IN000641,ST004,Rosario-Mcguire,1280.84,8/6/2025,PENDING
IN000642,ST029,Webb-Vaughn,821.99,6/23/2025,PAID
IN000643,ST085,"Boone, Lopez and Yu",710.29,11/13/2024,PAID
IN000644,ST087,Anderson-Macdonald,4787.46,4/7/2025,PAID
IN000645,ST047,"Luna, Townsend and Arnold",1069.13,2/10/2025,PAID
IN000646,ST089,Grant-Brown,3251.76,8/14/2025,PAID
IN000647,ST099,"Evans, Johnson and Mooney",2721.5,11/11/2024,OVERDUE
IN000648,ST049,Dominguez-Barron,2497.9,5/1/2025,PENDING
IN000649,ST074,Reeves-Collins,597.29,12/9/2024,PENDING
IN000650,ST054,"Smith, Cox and Rice",2343.73,7/22/2025,OVERDUE
IN000651,ST034,Richardson Ltd,737.76,6/22/2025,PENDING
IN000652,ST005,Fuller LLC,1223.25,11/1/2024,PAID
IN000653,ST052,"Moore, Butler and Fitzpatrick",657.66,6/27/2025,PENDING
IN000654,ST019,"Bennett, Mcdonald and Pope",1042.86,5/28/2025,OVERDUE
IN000655,ST008,Jones-Brown,3445.73,9/22/2025,PENDING
IN000656,ST098,Richardson-Gonzales,3070.24,11/21/2024,PAID
IN000657,ST015,"Ramos, Smith and Garcia",3528.91,11/6/2024,PENDING
IN000658,ST041,Miller-Mitchell,4305.16,7/17/2025,PENDING
IN000659,ST033,Glover Group,3308.28,12/17/2024,OVERDUE
IN000660,ST090,Garrison Inc,2123.68,9/12/2025,PENDING
IN000661,ST081,James Ltd,2909.4,6/13/2025,PAID
IN000662,ST015,Lopez-Irwin,1245.76,1/1/2025,PAID
IN000663,ST087,Harrison-Wilson,2309.5,7/21/2025,OVERDUE
IN000664,ST059,Davis-Woodward,1054.05,1/4/2025,PAID
IN000665,ST013,Thompson-Ward,529.49,8/5/2025,PENDING
IN000666,ST030,Woodard PLC,3095.26,1/27/2025,PAID
IN000667,ST054,"Greer, Ho and Stanley",1359.6,12/1/2024,PAID
IN000668,ST063,"Campos, Douglas and Allen",2306.49,4/5/2025,PENDING
IN000669,ST091,Lee-Oliver,2612.67,2/12/2025,PENDING
IN000670,ST017,"Moore, Obrien and Freeman",3892.56,1/11/2025,PAID
IN000671,ST053,Hardin-Garcia,1701.06,7/17/2025,OVERDUE
IN000672,ST071,"Daniels, Sanchez and Griffin",1655.91,2/7/2025,PAID
IN000673,ST096,"Sanchez, Diaz and Moore",1872.27,3/9/2025,PENDING
IN000674,ST019,"Rivas, Small and Williams",2278.17,9/11/2025,OVERDUE
IN000675,ST049,Rivera-Blackwell,3668.63,1/3/2025,PENDING
IN000676,ST049,"Hartman, Rodriguez and Blackwell",2590.51,7/21/2025,PENDING
IN000677,ST075,Cantu Group,2412.9,11/14/2024,PAID
IN000678,ST080,"Dyer, Brown and Rice",3530.88,10/15/2025,PENDING
IN000679,ST072,Campbell-Joyce,1704.87,10/19/2025,PENDING
IN000680,ST098,"Duncan, Hendrix and Smith",4460.61,3/19/2025,PENDING
IN000681,ST050,"Bruce, Johnson and Ryan",2445.44,7/30/2025,PENDING
IN000682,ST069,Lee Ltd,2489.99,10/3/2025,OVERDUE
IN000683,ST090,"Kemp, James and Taylor",2873.25,2/20/2025,PENDING
IN000684,ST092,Hunter-Clark,4570.79,5/23/2025,OVERDUE
IN000685,ST012,Miller PLC,2701.46,6/12/2025,PAID
IN000686,ST039,"Gross, Washington and Phelps",663.84,8/19/2025,PAID
IN000687,ST059,"Pacheco, Daniels and Cook",4863.8,6/12/2025,PENDING
IN000688,ST010,"Davis, Reed and Howard",2755.61,10/28/2025,PAID
IN000689,ST081,Hart-Carpenter,2134.27,7/24/2025,PENDING
IN000690,ST023,"Mckee, Flores and Hernandez",3972.94,2/5/2025,PENDING
IN000691,ST096,Reyes LLC,4665.68,3/26/2025,PENDING
IN000692,ST060,"Vargas, Thornton and May",2556.95,5/9/2025,PAID
IN000693,ST031,Blair-Brown,1882.37,5/7/2025,PENDING
IN000694,ST019,Schaefer LLC,4477.04,6/12/2025,OVERDUE
IN000695,ST031,Thompson-Wright,2632.77,10/2/2025,PAID
IN000696,ST088,Snow-Campbell,2407.71,10/31/2024,PENDING
IN000697,ST043,Pratt Inc,2454.87,4/19/2025,PENDING
IN000698,ST083,Hudson-Williams,999.37,1/31/2025,PENDING
IN000699,ST001,Lewis PLC,2580.73,1/13/2025,OVERDUE
IN000700,ST030,"Brown, Lawrence and Allen",2220.02,3/26/2025,PENDING
IN000701,ST037,"Grimes, Brown and Carrillo",2550.23,8/5/2025,PAID
IN000702,ST049,Cooper PLC,3973.71,11/18/2024,PAID
IN000703,ST017,Shelton-Blair,3189.6,6/17/2025,OVERDUE
IN000704,ST014,Torres-Marshall,686.49,2/1/2025,PAID
IN000705,ST018,Wong-Johnson,784.16,4/2/2025,PENDING
IN000706,ST005,"Johnson, Hardy and Hughes",3118.08,8/25/2025,OVERDUE
IN000707,ST047,Gaines and Sons,4915.13,5/6/2025,PAID
IN000708,ST031,Gonzalez-Mayo,2342.38,8/19/2025,PAID
IN000709,ST035,Wheeler-Dennis,1757.46,8/29/2025,PAID
IN000710,ST038,Evans PLC,690.39,8/28/2025,PAID
IN000711,ST064,"Knight, Allison and Smith",4668.32,5/12/2025,OVERDUE
IN000712,ST011,Lee LLC,3140.5,9/29/2025,PAID
IN000713,ST018,Hines and Sons,1368.59,9/13/2025,OVERDUE
IN000714,ST032,"Cochran, Mitchell and Taylor",3161.43,3/11/2025,PAID
IN000715,ST033,"Brown, Ramirez and Dominguez",4036.03,11/29/2024,PAID
IN000716,ST071,"King, Woods and Galloway",3419.12,8/22/2025,PENDING
IN000717,ST055,Wright-Smith,1783.71,12/25/2024,PAID
IN000718,ST066,"Long, Walton and Cannon",2929.63,4/24/2025,PAID
IN000719,ST006,Roberts Group,1156.99,4/15/2025,PAID
IN000720,ST017,Silva-Scott,2515.1,9/10/2025,PAID
IN000721,ST020,Adkins Inc,3764.11,5/14/2025,PAID
IN000722,ST046,Jefferson PLC,2543.96,4/26/2025,PENDING
IN000723,ST041,"Wilkinson, Mclaughlin and Woods",1145.93,7/17/2025,OVERDUE
IN000724,ST063,Moore-Gonzales,611.08,5/3/2025,PAID
IN000725,ST019,Ortiz-Robinson,3597.72,4/20/2025,PENDING
IN000726,ST074,Stewart and Sons,2869.62,5/29/2025,PENDING
IN000727,ST070,Kent and Sons,3785.71,10/1/2025,PAID
IN000728,ST052,Villanueva LLC,3800.99,10/12/2025,OVERDUE
IN000729,ST010,Woodward-Montgomery,3438.37,7/14/2025,PAID
IN000730,ST021,Evans Group,1320.92,1/1/2025,OVERDUE
IN000731,ST100,Roy-Maddox,576.1,3/20/2025,OVERDUE
IN000732,ST059,"Porter, Joseph and Snyder",2147.92,6/15/2025,OVERDUE
IN000733,ST032,Thomas LLC,880.74,4/29/2025,PAID
IN000734,ST027,Higgins-Quinn,2733.21,6/30/2025,PENDING
IN000735,ST075,"Henry, Ellis and Frazier",2921.89,5/15/2025,OVERDUE
IN000736,ST086,"Sandoval, Brennan and Clark",2667.65,8/6/2025,OVERDUE
IN000737,ST097,Watts-Nguyen,3900.05,3/10/2025,PAID
IN000738,ST034,Smith-Ruiz,904.54,11/22/2024,OVERDUE
IN000739,ST005,Dyer Group,1149.72,12/15/2024,PAID
IN000740,ST087,Ballard LLC,4445.26,4/28/2025,PAID
IN000741,ST008,"Moore, Barnes and Andrews",1390.44,7/23/2025,PAID
IN000742,ST040,Bradshaw Group,1232.87,7/26/2025,PAID
IN000743,ST053,Gardner-Johnson,3121.63,1/27/2025,OVERDUE
IN000744,ST093,Francis Inc,3684.65,3/19/2025,PENDING
IN000745,ST062,Scott-Macdonald,4988.56,8/6/2025,OVERDUE
IN000746,ST046,Welch-Dennis,2351.79,10/26/2025,PENDING
IN000747,ST098,"Blevins, Greene and Kirby",1992.04,10/13/2025,PAID
IN000748,ST077,Schneider-Roberts,1364.23,7/21/2025,PENDING
IN000749,ST049,"Bartlett, Ellis and Gilbert",3890.03,12/28/2024,PENDING
IN000750,ST048,Gordon PLC,1934.55,4/2/2025,PENDING
IN000751,ST093,Hood-Cole,2514.08,9/8/2025,OVERDUE
IN000752,ST008,Medina Ltd,1728.44,8/9/2025,PAID
IN000753,ST011,Anderson-George,4121.21,2/4/2025,OVERDUE
IN000754,ST057,Fowler-Spears,4221.23,11/19/2024,OVERDUE
IN000755,ST008,Kelly LLC,2679.14,10/22/2025,PAID
